TrainNo,TrainName,TrainNumber,trainName,
,,'12219',SC DURONTO EXP ,
,,'12220',DURONTO AC EXP ,
,,'12221',HOWRAH DURONTO ,
,,'12222',HWH PUNE DURONT,
,,'12223',LTT ERS DURONTO,
,,'12224',ERS LTT DURONTO,
,,'12225',KAIFIYAT EXP   ,
,,'12226',KAIFIYAT EXP   ,
,,'12227',INDORE DURONTO ,
,,'12228',MUMBAI DURONTO ,
,,'12229',LUCKNOW MAIL   ,
,,'12230',LUCKNOW MAIL   ,
,,'12231',LKO CDG EXPRESS,
,,'12232',CDG LKO EXPRESS,
,,'12235',DBRG NDLS RAJEX,
,,'12236',NDLS DBRG RJDHN,
,,'12237',BEGAMPURA EXP  ,
,,'12238',BEGAMPURA EXP  ,
,,'12239',JAIPUR DURONTO ,
,,'12240',JP BCT DURONTO ,
,,'12241',CDG ASR SUP    ,
,,'12242',ASR CDG SUP    ,
,,'12243',SHATABDI EXP   ,
,,'12244',SHATABDI EXP   ,
,,'12245',HWH YPR DURONTO,
,,'12246',DURONTO EXPRESS,
,,'12247',BDTS NZM YUVA E,
,,'12248',NZM  BDTS  YUVA,
,,'12249',HWH NDLS YUVA E,
,,'12250',NDLS HWH YUVA  ,
,,'12251',WAINGANGA EXP  ,
,,'12252',WAINGANGA EXP  ,
,,'12253',ANGA EXPRESS   ,
,,'12254',ANGA EXPRESS   ,
,,'12257',KOCHUVELI GR   ,
,,'12258',YESVANTPUR EXP ,
,,'12259',NDLS  DURONTO  ,
,,'12260',SDAH DURONTO EX,
,,'12261',HOWRAH DURONTO ,
,,'12262',HWH CSTM DURONT,
,,'12263',NZM DURONTO EXP,
,,'12264',PUNE DURONTO EX,
,,'12265',DEE JAT DURONTO,
,,'12266',DURONTO EXPRESS,
,,'12267',ADI DURONTO EXP,
,,'12268',BCT DURONTO EXP,
,,'12269',DURONTO EXPRESS,
,,'12270',MAS DURONTO EXP,
,,'12273',NDLS   DURONTO ,
,,'12274',HWH DURONTO EXP,
,,'12275',NDLS DURONTO EX,
,,'12276',ALD DURONTO EXP,
,,'12277',SATABDI EXPRESS,
,,'12278',SATABDI EXPRESS,
,,'12279',TAJ EXPRESS    ,
,,'12280',TAJ EXPRESS    ,
,,'12281',BBS DURONTO EXP,
,,'12282',BBS DURONTO EXP,
,,'12283',ERS NZM DURONTO,
,,'12284',NZM ERS DURONTO,
,,'12285',NZM DURONTO  EX,
,,'12286',NZM SC DURONTO ,
,,'12287',DEHRADUN EXP   ,
,,'12288',DDN KCVL SUP EX,
,,'12289',NAGPUR DURONTO ,
,,'12290',NGP CSTM DURONT,
,,'12291',YPR CHENNAI EXP,
,,'12292',YESVANTPUR EXP ,
,,'12293',ALD DURONTO EXP,
,,'12294',ALD LTT DURONTO,
,,'12295',SANGHAMITRA EXP,
,,'12296',SANGHA MITRA EX,
,,'12297',PUNE DURONTO   ,
,,'12298',ADI DURONTO EXP,
,,'12301',KOLKATA RAJDHNI,
,,'12302',KOLKATA RJDHNI ,
,,'12303',POORVA EXPRESS ,
,,'12304',POORVA EXPRESS ,
,,'12305',KOLKATA RJDHNI ,
,,'12306',KOLKATA  RJDHNI,
,,'12307',HWH JU  EXPRESS,
,,'12308',JU HWH SUPFAST ,
,,'12309',RJPB RAJDHANI  ,
,,'12310',RJPB RAJDHANI  ,
,,'12311',HWH DLI KLK MAI,
,,'12312',KALKA MAIL     ,
,,'12313',SDAH RAJDHANIEX,
,,'12314',SEALDAH RJDHANI,
,,'12315',ANNANYA  EXPRES,
,,'12316',ANANYA EXPRESS ,
,,'12317',AKAL TAKHT EXP ,
,,'12318',AKAL TAKHAT EXP,
,,'12319',KOAA AGC EXPRES,
,,'12320',AGC KOAA EXP   ,
,,'12321',HWH MUMBAI MAIL,
,,'12322',KOLKATA MAIL   ,
,,'12323',HWH NDLS EXPRES,
,,'12324',NDLS HWH EXPRES,
,,'12325',KOAA NLDM EXP  ,
,,'12326',NLDM KOAA EXP  ,
,,'12327',UPASANA EXPRESS,
,,'12328',UPASANA EXPRESS,
,,'12329',W B SMPRK KRNTI,
,,'12330',W B SMPRK KRNTI,
,,'12331',HIMGIRI EXPRESS,
,,'12332',HIMGIRI EXPRESS,
,,'12333',VIBHUTI EXPRESS,
,,'12334',VIBHUTI EXPRESS,
,,'12335',BGP LTT EXPRESS,
,,'12336',BHAGALPUR EXP  ,
,,'12337',SANTINIKATANEXP,
,,'12338',SANTINIKETANEXP,
,,'12339',COAL FIELD EXP ,
,,'12340',COALFIELD EXP  ,
,,'12341',AGNIBINA EXPRES,
,,'12342',AGNIBINA EXPRES,
,,'12343',DARJEELING MAIL,
,,'12344',DARJEELING MAIL,
,,'12345',SARAIGHAT EXP  ,
,,'12346',SARAIGHAT EXP  ,
,,'12347',RAMPURHAT EXP  ,
,,'12348',RAMPURHAT EXP  ,
,,'12349',BGP NDLS EXP   ,
,,'12350',NDLS BGP EXPRES,
,,'12351',DANAPUR EXPRESS,
,,'12352',DANAPUR HWH EXP,
,,'12353',HWH LKU EXP    ,
,,'12354',LKU HWH EXP    ,
,,'12355',ARCHNA EXPRESS ,
,,'12356',ARCHANA EXPRESS,
,,'12357',DURGIANA EXP   ,
,,'12358',ASR KOAA SUP EX,
,,'12359',PNBE GARIB RATH,
,,'12360',KOL GARIB RATH ,
,,'12361',ASN CSTM EXPRES,
,,'12362',CSTM ASANSOL EX,
,,'12363',KOAA HDB SUPF E,
,,'12364',HDB KOAA SF EXP,
,,'12365',RNC JANSHATABDI,
,,'12366',PNBE JANSHATABD,
,,'12367',VIKRAMSHILA EXP,
,,'12368',VIKRAMSHILA EXP,
,,'12369',KUMBHA EXPRESS ,
,,'12370',HW HWH S F EXP ,
,,'12371',HWH JSM EXP    ,
,,'12372',JSM HWH SF EXP ,
,,'12373',SDAH RPH INTRCT,
,,'12374',RPH SDAH INTRCT,
,,'12375',MAS ASN EXPRESS,
,,'12376',ASN MAS EXPRESS,
,,'12377',PADATIK EXPRESS,
,,'12378',PADATIK EXPRESS,
,,'12379',JALIANWALAB EXP,
,,'12380',JALIANWALA B EX,
,,'12381',POORVA EXPRESS ,
,,'12382',POORVA EXPRESS ,
,,'12383',INTERCITY  EXP ,
,,'12384',INTERCITY  EXP ,
,,'12389',GAYA MS EXPRESS,
,,'12390',MS GAYA EXPRESS,
,,'12391',SHRAMJEEVI EXP ,
,,'12392',SHRAMJEVI N EXP,
,,'12393',S KRANTI SUP EX,
,,'12394',SAMPOORN K EXP ,
,,'12395',ZIYARAT EXPRESS,
,,'12396',ZIYARAT EXPRESS,
,,'12397',MAHABODHI EXP  ,
,,'12398',MAHABODHI EXP  ,
,,'12401',MAGADH EXPRESS ,
,,'12402',MAGADH EXPRESS ,
,,'12403',ALD JP EXPRESS ,
,,'12404',JP  ALD EXPRESS,
,,'12405',GONDWANA EXPRES,
,,'12406',GONDWANA EXPRES,
,,'12409',GONDWANA EXPRES,
,,'12410',GONDWANA EXPRES,
,,'12411',INTERCITY EXP  ,
,,'12412',INTERCITY EXP  ,
,,'12413',AII JAT EXPRESS,
,,'12414',JAMMU AII EXP  ,
,,'12415',NIZAMUDDIN EXP ,
,,'12416',INTERCITY  EXP ,
,,'12417',PRAYAG RAJ EXP ,
,,'12418',PRAYAG RAJ EXP ,
,,'12419',GOMTI EXP      ,
,,'12420',GOMTI EXPRESS  ,
,,'12421',NED ASR SUP EXP,
,,'12422',ASR NED SF EXP ,
,,'12423',DBRT RAJDHANI E,
,,'12424',DBRT RAJDHANI  ,
,,'12425',JAMMU RAJDHANI ,
,,'12426',JAMMU RAJDHANI ,
,,'12427',REWA ANVT EXP  ,
,,'12428',ANVT REWA EXP  ,
,,'12429',LKO NDLS AC SF ,
,,'12430',NDLS LKO AC SF ,
,,'12431',RAJDHANI EXP   ,
,,'12432',TRIVNDRM RJDHNI,
,,'12433',RAJDHANI EXP   ,
,,'12434',CHENNAI RAJDHNI,
,,'12435',DBRT RAJDHANI E,
,,'12436',NDLS DBRT RJDHN,
,,'12437',RAJDHANI EXP   ,
,,'12438',NZM SC RJDHNI  ,
,,'12439',RNC NDLS RAJ EX,
,,'12440',NDLS RNC RAJ EX,
,,'12441',BSP NDLS RAJ EX,
,,'12442',BILASPUR RJDHNI,
,,'12443',HLZ ANVT WKLY S,
,,'12444',ANVT HLZ S F EX,
,,'12445',UTTAR S KRANTI ,
,,'12446',UTTAR S KRANTI ,
,,'12447',U P SMPRK KRNTI,
,,'12448',U P SMPRK KRNTI,
,,'12449',GOA SMPRK K EXP,
,,'12450',GOA SMPRK K EXP,
,,'12451',SHRAM SHKTI EXP,
,,'12452',SHRAM SHKTI EXP,
,,'12453',RNC NDLS RAJ EX,
,,'12454',NDLS RNC RJDHNI,
,,'12455',DEE BKN SF EXP ,
,,'12456',BKN DEE SF EXP ,
,,'12457',DEE BKN  S F EX,
,,'12458',BKN DEE S F EXP,
,,'12459',NDLSASR EXPRESS,
,,'12460',ASR NDLS EXP   ,
,,'12461',MANDOR EXPRESS ,
,,'12462',MANDOR EXPRESS ,
,,'12463',RAJSTHN S KRANT,
,,'12464',RJSTHN S KRNTI ,
,,'12465',RANTHAMBORE EXP,
,,'12466',INTERCITY EXP  ,
,,'12467',LEELAN EXP     ,
,,'12468',LEELAN EXP     ,
,,'12469',CNB JAT EXPRESS,
,,'12470',JAT CNB EXPRESS,
,,'12471',SWARAJ EXPRESS ,
,,'12472',SWARAJ EXPRESS ,
,,'12473',SARVODAYA EXP  ,
,,'12474',SARVODAYA EXP  ,
,,'12475',HAPA JAT EXPRES,
,,'12476',JAT HAPA EXP   ,
,,'12477',JAM JAT EXPRESS,
,,'12478',JAT JAMNAGR EXP,
,,'12479',SURYA NAGRI EXP,
,,'12480',SURYANAGARI EXP,
,,'12481',INTERCITY EXP  ,
,,'12482',INTERCITY EXP  ,
,,'12483',AMRITSAR EXP   ,
,,'12484',ASR KCVL EXPRES,
,,'12485',NED SGNR EXPRES,
,,'12486',SGNR NED EXPRES,
,,'12487',SEEMANCHAL EXP ,
,,'12488',SEEMANCHAL EXP ,
,,'12489',BKN DDR SF EXP ,
,,'12490',DDR BIKANER EXP,
,,'12491',MOUR DHWAJ EXP ,
,,'12492',MAUR DHAWAJ EXP,
,,'12495',BKN KOAA SUP EX,
,,'12496',PRATAP EXPRESS ,
,,'12497',SHANE PUNJAB   ,
,,'12498',SHANE PUNJAB   ,
,,'12501',PORVOTR S KRNTI,
,,'12502',PORVOTR S KRNTI,
,,'12505',NORTH EAST EXP ,
,,'12506',NORTH EAST EXP ,
,,'12507',GUWAHATI EXP   ,
,,'12508',GHY TVC EXPRESS,
,,'12509',GUWAHATI EXP   ,
,,'12510',GHY SBC EXPRESS,
,,'12511',RAPTI SAGAR EXP,
,,'12512',RAPTISAGAR EXP ,
,,'12513',SC GHY EXP     ,
,,'12514',GHY SC EXPRESS ,
,,'12515',GUWAHATI EXP   ,
,,'12516',GHY TVC EXPRESS,
,,'12517',GHY GARIB RATH ,
,,'12518',KOL GARIB RATH ,
,,'12519',LTT KYQ AC EXP ,
,,'12520',KYQ LTT AC EXP ,
,,'12521',RAPTI SAGAR EXP,
,,'12522',RAPTISAGAR EXP ,
,,'12523',NJP NDLS EXPRES,
,,'12524',NDLS NJP SF EXP,
,,'12525',KOAA DBRG EXP  ,
,,'12526',DBRG KOAA EXP  ,
,,'12531',LJN INTERCITY  ,
,,'12532',GKP INTERCITY  ,
,,'12533',,PUSHPAK EXP    
,,'12534',PUSHPAK EXPRESS,
,,'12535',LJN R GARIBRATH,
,,'12536',LJN GARIBRATH  ,
,,'12537',MANDUADIH EXP  ,
,,'12538',MUV MFP EXPRESS,
,,'12539',YPR LUCKNOW EXP,
,,'12540',LKO YPR SUP EXP,
,,'12541',GKP LTT SUP EXP,
,,'12542',LTT GKP SUP EXP,
,,'12543',TIRUPATHI EXP  ,
,,'12547',AF ADI SF EXP  ,
,,'12548',AGRA SUPER FAST,
,,'12549',DURG JAT SF EXP,
,,'12550',JAT DURG SF EXP,
,,'12551',YPRKYQ AC EXP  ,
,,'12552',KYQ YPR AC EXP ,
,,'12553',VAISHALI EXP   ,
,,'12554',VAISHALI EXP   ,
,,'12555',GORAKDAM EXPRES,
,,'12556',GORAKDAM EXPRES,
,,'12557',SAPT KRANTI EXP,
,,'12558',SAPT KRANTI EXP,
,,'12559',SHIV GANGA EXP ,
,,'12560',SHIV GANGA EXP ,
,,'12561',SWATANTRA S EXP,
,,'12562',SWATANTRTA S EX,
,,'12565',BIHAR S KRANTI ,
,,'12566',BIHAR S KRANTI ,
,,'12567',RAJYA RANI EXP ,
,,'12568',RAJYA RANI EXP ,
,,'12569',JYG ANVT G RATH,
,,'12570',JYG GARIB RATH ,
,,'12577',BAGMATI EXPRESS,
,,'12578',BAGMATI EXPRESS,
,,'12581',MUV NDLS S F EX,
,,'12582',NDLS MUV SF EXP,
,,'12583',ANVT DOUBLE DKR,
,,'12584',LJN DOUBLE DKR ,
,,'12587',AMAR NATH EXP  ,
,,'12588',JAMMU GKP EXP  ,
,,'12589',GKP SC EXPRESS ,
,,'12590',GORAKHPUR EXP  ,
,,'12591',GKP YPR EXPRESS,
,,'12592',GORAKHPUR EXP  ,
,,'12593',LJN BPL G R    ,
,,'12594',LJN GARIB RATH ,
,,'12601',MANGALORE MAIL ,
,,'12602',CHENNAI MAIL   ,
,,'12603',HYDERABAD EXP  ,
,,'12604',CHENNAI EXP    ,
,,'12605',PALLAVAN EXP   ,
,,'12606',PALLAVAN EXP   ,
,,'12607',LALBAGH EXPRESS,
,,'12608',LALBAGH EXP    ,
,,'12609',BANGALORE EXP  ,
,,'12610',CHENNAI EXPRESS,
,,'12611',NZM GARIB RATH ,
,,'12612',MAS GARIB RATH ,
,,'12613',TIPPU EXPRESS  ,
,,'12614',TIPPU EXPRESS  ,
,,'12615',GRAND TRUNK EXP,
,,'12616',G T EXPRESS    ,
,,'12617',MANGALA LDWEEP ,
,,'12618',MNGLA LKSDP EXP,
,,'12619',MATSYAGANDHA EX,
,,'12620',MATSYAGANDA EXP,
,,'12621',TAMIL NADU EXP ,
,,'12622',TAMIL NADU EXP ,
,,'12623',TRIVANDRUM MAIL,
,,'12624',CHENNAI MAIL   ,
,,'12625',KERALA EXPRESS ,
,,'12626',KERALA EXPRESS ,
,,'12627',KARNATAKA EXP  ,
,,'12628',KARNATAKA EXP  ,
,,'12629',SAMPARK KRANTI ,
,,'12630',YPR S KRNTI EXP,
,,'12631',NELLAI EXPRESS ,
,,'12632',NELLAI EXPRESS ,
,,'12633',KANYAKUMARI EXP,
,,'12634',KANYAKUMARI EXP,
,,'12635',VAIGAI EXP     ,
,,'12636',VAIGAI EXP     ,
,,'12637',PANDIAN EXP    ,
,,'12638',PANDIAN EXP    ,
,,'12639',BRINDAVAN EXP  ,
,,'12640',BRINDAVAN EXP  ,
,,'12641',TIRUKKURAL EXP ,
,,'12642',THIRUKKURAL EXP,
,,'12643',NIZAMUDDIN EXP ,
,,'12644',SWARNA JAYANTI ,
,,'12645',NIZAMUDDIN EXP ,
,,'12646',ERS MILLENUM EX,
,,'12647',KONGU EXPRESS  ,
,,'12648',KONGU EXPRESS  ,
,,'12649',SAMPARK KRANTI ,
,,'12650',KTK SMPRK K EXP,
,,'12651',SAMPARK KRANTI ,
,,'12652',T N SMPRK KRNTI,
,,'12655',NAVJEEVAN EXP  ,
,,'12656',NAVAJIVAN EXP  ,
,,'12657',BANGALORE MAIL ,
,,'12658',CHENNAI MAIL   ,
,,'12659',GURUDEV EXPRESS,
,,'12660',GURUDEV EXPRESS,
,,'12661',POTHIGAI  EXP  ,
,,'12662',POTHIGAI   EXP ,
,,'12663',HWH TPJ EXPRESS,
,,'12664',HOWRAH EXPRESS ,
,,'12665',KANNYAKUMARI EX,
,,'12666',CAPE HOWRAH EXP,
,,'12667',NAGERCOIL EXP  ,
,,'12668',CHENNAI EXP    ,
,,'12669',GANGAKAVERI EXP,
,,'12670',GANGAKAVERI EXP,
,,'12671',NILAGIRI EXP   ,
,,'12672',NILAGIRI EXP   ,
,,'12673',CHERAN EXPRESS ,
,,'12674',CHERAN EXPRESS ,
,,'12675',KOVAI EXPRESS  ,
,,'12676',KOVAI EXP      ,
,,'12677',ERNAKULAM EXP  ,
,,'12678',BANGALORE EXP  ,
,,'12679',COIMBATORE EXP ,
,,'12680',CHENNAI EXPRESS,
,,'12681',COIMBATORE EXP ,
,,'12682',CHENNAI EXP    ,
,,'12683',BANGALORE SF EX,
,,'12684',ERNAKULAM SF EX,
,,'12685',MANGALORE EXP  ,
,,'12686',CHENNAI EXP    ,
,,'12687',DEHRADUN EXP   ,
,,'12688',DDN MDU SF EXP ,
,,'12689',NAGERCOIL EXP  ,
,,'12690',NCJ CHENNAI EXP,
,,'12691',SSPN EXPRESS   ,
,,'12692',CHENNAI EXPRESS,
,,'12693',PEARL CITY EXP ,
,,'12694',PEARL CITY EXP ,
,,'12695',TRIVANDRUM EXP ,
,,'12696',TVC CHENNAI EXP,
,,'12697',TRIVANDRUM EXP ,
,,'12698',TVC CHENNAI EXP,
,,'12701',HUSAINSAGAR EXP,
,,'12702',HUSSAINSAGAR EX,
,,'12703',FALAKNUMA EXP  ,
,,'12704',FALAKNUMA EXP  ,
,,'12705',GNT SC EXP     ,
,,'12706',SC GNT EXP     ,
,,'12707',A P SMPRK KRNTI,
,,'12708',AP SMPRK KRANTI,
,,'12709',SIMHAPURI EXP  ,
,,'12710',SIMHAPURI EXP  ,
,,'12711',PINAKINI EXP   ,
,,'12712',PINAKINI EXP   ,
,,'12713',SATAVAHANA EXP ,
,,'12714',SATAVAHANA EXP ,
,,'12715',SACHKHAND EXP  ,
,,'12716',ASR NED EXPRESS,
,,'12717',RATNACHALAM EXP,
,,'12718',RATNACHAL EXP  ,
,,'12719',AII HYB SF EXP ,
,,'12720',HYB AII SUP EXP,
,,'12721',NIZAMUDDIN EXP ,
,,'12722',DAKSHIN EXPRESS,
,,'12723',A P EXP        ,
,,'12724',A P EXPRESS    ,
,,'12725',INTERCITY EXP  ,
,,'12726',INTERCITY EXP  ,
,,'12727',GODAVARI EXP   ,
,,'12728',GODAVARI EXP   ,
,,'12729',PUNE NANDED EXP,
,,'12730',PUNE EXPRESS   ,
,,'12731',TPTY SC EXP    ,
,,'12732',SC TPTY SUP EXP,
,,'12733',NARAYANADRI EXP,
,,'12734',NARAYANADRI EXP,
,,'12735',YPR GARIB RATH ,
,,'12736',SC GARIB RATH  ,
,,'12737',GOUTAMI EXP    ,
,,'12738',GOUTAMI EXP    ,
,,'12739',VSKP GARIB RATH,
,,'12740',VSKP GARIB RATH,
,,'12741',VSG PATNA EXP  ,
,,'12742',PNBE VSG EXPRES,
,,'12747',PALNADU EXP    ,
,,'12748',PALNADU EXP    ,
,,'12759',CHARMINAR EXP  ,
,,'12760',CHARMINAR EXP  ,
,,'12761',TPTY KRMR  EXP ,
,,'12762',KRMR TPTY   EXP,
,,'12763',PADMAVATHI EXP ,
,,'12764',PADMAVATI EXP  ,
,,'12765',TPTY AMI SUP EX,
,,'12766',AMI TPTY SUP EX,
,,'12767',NED  SRC SUP EX,
,,'12768',NED  WKLY  EXP ,
,,'12769',SEVEN HILLS EXP,
,,'12770',SEVEN HILLS EXP,
,,'12771',SC NGP SUP EXP ,
,,'12772',NGP SC SUP EXP ,
,,'12773',SHM SC AC  EXP ,
,,'12774',SC SHM AC  EXP ,
,,'12775',COCANADA EXP   ,
,,'12776',COCANADA EXP   ,
,,'12777',KOCHUVELI EXP  ,
,,'12778',HUBLI EXP      ,
,,'12779',GOA EXPRESS    ,
,,'12780',GOA EXPRESS    ,
,,'12781',SWARNA JAYANTHI,
,,'12782',SWARNA JAYANTHI,
,,'12783',VSKP SC AC EXP ,
,,'12784',SC  VSKP AC EXP,
,,'12785',BANGALORE EXP  ,
,,'12786',KACHEGUDA EXP  ,
,,'12791',SC PNBE EXPRESS,
,,'12792',PNBE SC EXP    ,
,,'12797',VENKATADRI EXP ,
,,'12798',VENKATADRI EXP ,
,,'12801',PURUSHOTTAM EXP,
,,'12802',PURSHOTTAM EXP ,
,,'12803',SWARNAJAYANTI E,
,,'12804',VSKP SWRN J EXP,
,,'12805',JANMABHOOMI EXP,
,,'12806',JANMABHOOMI EXP,
,,'12807',SAMTA EXPRESS  ,
,,'12808',SAMTA EXPRESS  ,
,,'12809',HOWRAH MAIL    ,
,,'12810',HWH MUMBAI MAIL,
,,'12811',HATIA EXPRESS  ,
,,'12812',HTE LTT SUPER  ,
,,'12813',STEEL EXPRESS  ,
,,'12814',STEEL EXP      ,
,,'12815',NANDAN KANAN EX,
,,'12816',NANDAN KANAN EX,
,,'12817',JHARKHAND SJ EX,
,,'12818',JHARKHAND EXPRE,
,,'12819',ORISSA S KRANTI,
,,'12820',ORISSA S KRNTI ,
,,'12821',DHAULI EXP     ,
,,'12822',DHAULI EXP     ,
,,'12823',C G SMPRK KRNTI,
,,'12824',CHTSGRH S KRNTI,
,,'12825',JHRKHND S KRANT,
,,'12826',JHRKHND S KRNTI,
,,'12827',HWH PRR EXP    ,
,,'12828',PRR HWH EXP    ,
,,'12829',BHUBANESWAR EXP,
,,'12830',BBS CHENNAI EXP,
,,'12831',BBS  GARIB RATH,
,,'12832',DHN GARIB RATH ,
,,'12833',HOWRAH EXPRESS ,
,,'12834',HWH ADI EXPRESS,
,,'12835',HTE YPR EXPRESS,
,,'12836',YPR HATIA EXP  ,
,,'12837',HWH PURI EXP   ,
,,'12838',PURI HWH EXPRES,
,,'12839',HWH MAS MAIL   ,
,,'12840',HOWRAH MAIL    ,
,,'12841',COROMANDAL EXP ,
,,'12842',COROMANDEL EXP ,
,,'12843',PURI  ADI EXP  ,
,,'12844',ADI PURI EXP   ,
,,'12845',BBS YPR SUP EXP,
,,'12846',BHUBANESHWAR EX,
,,'12847',HWH DGHA DURONT,
,,'12848',DGHA HWH DURONT,
,,'12849',BSP PUNE SUP EX,
,,'12850',PA BILASPUR EXP,
,,'12851',BSP MAS EXP    ,
,,'12852',BILASPUR EXPRES,
,,'12853',AMARKANTAK EXP ,
,,'12854',AMARKANTAK EXP ,
,,'12855',NAGPUR INTERCIT,
,,'12856',BSP INTERCITY  ,
,,'12857',TAMRALIPTA EXP ,
,,'12858',TAMRALIPTA EXP ,
,,'12859',GITANJALI EXP  ,
,,'12860',GITANJALI EXP  ,
,,'12861',LINK DAKSIN EXP,
,,'12863',HWH YPR EXPRESS,
,,'12864',YPR HOWRAH EXP ,
,,'12865',LALMATI EXPRESS,
,,'12866',LALMATI EXPRESS,
,,'12867',HWH PDY EXP    ,
,,'12868',PDY HOWRAH EXP ,
,,'12869',HOWRAH SUP EXP ,
,,'12870',HWH CSTM EXPRES,
,,'12871',ISPAT EXPRESS  ,
,,'12872',ISPAT EXPRESS  ,
,,'12873',JHARKHAND S J E,
,,'12874',JHARKHAND EXP  ,
,,'12875',NEELACHAL EXP  ,
